Row #,Dept. Descr,Acad Org,Course ID,Offer Nbr,Offered,Last Offered,Subject,Catalog Nbr,Course Title,(D),(Q),(W),Xlist,Primary/Secondary,Course Descr,Cls Format,Rqmt/Eval,Prereqs,Enrl Limit,Exp Cls Sz,Preferences,Dept Notes,Distrib Notes,Extra Info,Extra Info2,Matl/Lab Fee,Division,EDI,QFR,WI,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attrbute10,Section,Component,Pat1,Start Time1,End Time1,WMS Facl Dsc 1,Pat2,Start Time2,End Time2,WMS Facl Dsc 2,Pat3,Start Time3,End Time3,WMS Facl Dsc 3,Last Name 1,First Name 1,Last Name 2,First Name 2,Last Name 3,First Name 3,Last Name 4,First Name 4,Last Name 5,First Name 5,Last Name 6,First Name 6,Subject Sort,Catalog Nbr Sort,Term Sort
1,Philosophy,PHIL,014749,1,Not Offered Academic Year 2015,last offered Fall 2013,PHIL, 379,American Pragmatism,,,,PHIL 379/AMST 379,Primary,"Along with jazz, pragmatism stands as the greatest uniquely American contribution to world culture. As the music wails in the background, we will study the classic pragmatists: William James, C. S. Peirce, and John Dewey. We will continue with the contemporary inheritors of the tradition: Cornel West, Richard Rorty, and Hilary Putnam. Although it has influenced both analytic and continental philosophy, pragmatism is a powerful third philosophical movement. Always asking what practical difference would it make, our authors investigate the central questions and disputes of philosophy, from epistemology and metaphysics to ethics and religion. Rather than seeing philosophy as an esoteric discipline, the pragmatic philosophers (with the possible exception of Peirce) see philosophy as integral to our culture and see themselves as public intellectuals. ",seminar,"final paper, several short assignments",at least two PHIL courses,25,12-15,"first to Philosophy and American Studies majors, and then to seniors and juniors of any major",,,,,,Division 2,,,,AMST Critical and Cultural Theory Electives,PHIL History Courses,TEAC Related Courses,,,,,,,,,SEM,,,,,,,,,,,,,Gerrard,Steven,,,,,,,,,,,PHIL, 379,1141
1,Philosophy,PHIL,018030,1,Not Offered Academic Year 2015,last offered Spring 2007,PHIL, 380,Relativism,,,(W),,,"'Relativism' is a term often used in philosophy for a great number of very different views. The aim of the course is to survey, analyze and discuss many varieties of relativism--semantic, epistemic, ontological and moral--from Plato's<I> Theaetetus</I> to contemporary social constructivism. We will pay special attention to the structure of arguments for and against relativism, as well as to the moral motivations and perceived consequences of its endorsement or rejection. We will thus be led to discuss some of the concepts common to epistemology, metaphysics and ethics: reason, justification, objectivity, understanding, reality and truth. Some of the questions we will consider are: Are moral standards relative to cultural frameworks? Are there incompatible but equally true ways of describing the world? Is rationality--the notion of a good reason to believe something--relative to cultural norms? Is relativism a form of skepticism? Is it forced on people who endorse cultural pluralism as their political ideal as the only tenable philosophical position.
Our readings will include the relevant works of Plato, Sextus Empiricus, Bayle, Locke, Berkeley, Carnap, Quine, Davidson, Goodman, Elgin, Hacking, Krausz, Foot, Williams, Harman and Thomson.",seminar,each  student will write 10 weekly short papers (1000 words each); give a class presentation and lead the ensuing discussion; and write a final paper (7-10 pages),"PHIL 101 and 102, and at least one 200-level PHIL course",19,7-10,,,,,,,Division 2,,,Writing Intensive,,,,,,,,,,,,SEM,,,,,,,,,,,,,Mladenovic,Bojana,,,,,,,,,,,PHIL, 380,1073
1,Philosophy,PHIL,017156,1,Not Offered Academic Year 2015,last offered Spring 2010,PHIL, 388,Consciousness,,,(W),,,"The nature of consciousness remains a fundamental mystery of the universe. Our internal, felt experience--what chocolate tastes like to oneself, what it is like to see the color red, or, more broadly, what it is like to have a first person, waking perspective at all--resists explanation in any terms other than the conscious experience itself in spite of centuries of intense effort by philosophers and, more recently, by scientists. As a result, some prominent researchers propose that the existence of consciousness requires a revision of basic physics, while others (seemingly desperately) deny that consciousness exists at all. Those positions remain extreme, but the challenge that consciousness poses is dramatic. It is at the same time the most intimately known fact of our humanity and science's most elusive puzzle.
In this tutorial we will read the contemporary literature on consciousness. We will concentrate both on making precise the philosophical problem of consciousness and on understanding the role of the relevant neuroscientific and cognitive research. Tutorial partners will have an opportunity to spend the end of the semester working on a special topic of their choosing including, for instance, consciousness and freewill. Pain and anesthesia, consciousness and artificial intelligence, or disorders of consciousness.",tutorial; expect several short lectures by the instructor over the course of the semester where all the tutorial members convene,"participants will present substantial written work in the tutorial every other week, and will be responsible for commenting on their tutorial partner's work on off weeks",PHIL 102 and at least one upper-level course in PHIL,10,10,"majors in Philosophy, or concentrators in Neuroscience or Cognitive Science; open to sophomores with permission of the instructor; every effort will be made to pair students according to similar or complimentary background",,,may not be taken on a pass/fail basis,,,Division 2,,,Writing Intensive,COGS Interdepartmental Electives,,,,,,,,,,,TUT,,,,,,,,,,,,,Cruz,Joseph,,,,,,,,,,,PHIL, 388,1103
1,Philosophy,PHIL,018641,1,Not Offered Academic Year 2015,last offered Spring 2014,PHIL, 389,The Structural-Systematic Philosophy,,,,,,"The structural-systematic philosophy (SSP) is a theory that, if completed, would qualify as a philosophical theory of everything. Central aspects of this theory are presented in <I>Structure and Being (SB</I>; by Lorenz Puntel, translated by and in collaboration with Alan White, 2008), <I>Being and God (BG</I>; by Lorenz Puntel, translated by and in collaboration with Alan White, 2011), and <I>Toward a Philosophical Theory of Everything (TAPTOE</I>; by Alan White, 2014). We begin by reading and discussing <I>TAPTOE</I>. Thereafter, topics for further investigation will be determined in significant part by student interests. Some might want to examine specific sections of <I>SB</I> and/or <I>BG</I>, others might want to develop objections to the SSP from other philosophical perspectives, considering what (if anything) is said about those other perspectives in <I>SB, BG, and/or TAPTOE.</I>
One unique opportunity is provided by the fact that the Metaphysical Society of America (MSA) will meet at Williams in April 2014. Several of the essays presented at that meeting will be devoted to question(s) of being. We will be able to read those essays in advance, comparing them with each other and with the theory of being sketched in <I>TAPTOE.</I> Interested students would then have the option of attending the MSA sessions devoted to those essays.",seminar,"attendance, participation, regular short papers and/or presentations, 10- to 15-page term paper",any PHIL course or permission of instructor,15,5-10,"Philosophy majors and potential majors, then by seniority (Seniors, then Juniors, then Sophomores, then First-Years)",,,,,,Division 2,,,,PHIL Contemp Metaphysics & Epistemology Courses,,,,,,,,,,,SEM,,,,,,,,,,,,,White,Alan,,,,,,,,,,,PHIL, 389,1143
1,Philosophy,PHIL,019280,1,Not Offered Academic Year 2015,last offered Spring 2012,PHIL, 391,The Ethics of Hume and Kant,,,(W),,,"David Hume and Immanuel Kant are indisputably among the most influential figures in the western philosophical tradition.  Interestingly, each regarded his work in epistemology and metaphysics as a mere prelude to his work in moral philosophy.  In both domains, Kant took himself to be responding directly to Hume, whom he credited with awakening him from his dogmatic slumber.  In this tutorial we shall study their core works in moral philosophy, in which they develop conceptions of practical rationality, motivation, freedom, and morality.  For Hume, we'll read Books II and III of <I>A Treatise of Human Nature</I>, the <I>Second Enquiry</I>, and several essays, including ""Of the Standard of Taste.""  For Kant, we'll read <I>Groundwork of the Metaphysics of Morals</I> and <I>Critique of Practical Reason</I>, along with related essays.  Rich and intriguing in their own right, these texts are particularly rewarding when read together, as they articulate profoundly different views of the nature of human reason, agency, and sociality.  It is no exaggeration to say that Hume and Kant have set the stage for much current work on these issues in contemporary ethics.  One happy consequence of the enduring quality of their work is an abundance of superb secondary literature, which we'll draw upon to supplement our study of the primary texts.",tutorial,students meet with instructor in pairs for 1 hour each week; each student will write a 5- to 6-page paper every other week (6 in all) and comment on their tutorial partner's paper in alternate weeks,"a 100-level PHIL course, PHIL 202, or permission of the instructor",10,10,current and prospective Philosophy majors,,,"emphasis will be placed on developing skills in reading, interpretation and oral argument, as well as critical reasoning and writing",may not be taken on a pass/fail basis,,Division 2,,,Writing Intensive,PHIL History Courses,,,,,,,,,,,TUT,,,,,,,,,,,,,Barry,Melissa,,,,,,,,,,,PHIL, 391,1123
1,Philosophy,PHIL,019519,1,Not Offered Academic Year 2015,last offered Fall 2012,PHIL, 393,Nietzsche and His Legacy,,,(W),,,"The late 20th Century philosopher Richard Rorty characterized the present age as ""post-Nietzschean.""  Indeed Nietzsche's influence has been pervasive.  German philosopher Martin Heidegger thought he represented the culminating point of Western metaphysics; French Nietzscheans such as Foucault, Derrida and Deleuze as well as French feminist Luce Irigaray appropriate Nietzschean themes and concepts in their critical engagements with the Western philosophical tradition; and Anglo-American moral philosophers such as Bernard  Williams, Alisdair MacIntyre, and Phillippa Foot (as well as Rorty) respond to and engage his critique of traditional morality.  In this tutorial we read key writings from early, middle and late periods by this controversial 19th century philosopher in order to address some (certainly only some) of the current debates in critical and ethical theory that have been fueled by Nietzsche's work.  Key ideas and concepts such as the death of god, the use and abuse of history, the eternal recurrence, will to power, and master and slave morality will be addressed. Nietzsche texts will include selections from:  <I>Untimely Meditations, The Gay Science, Beyond Good and Evil, Thus Spoke Zarathustra, The Genealogy of Morals, Twilight of the Idols,</I> and <I>Ecce Homo.</I>","tutorial, students will work in pairs",each student will write and present a 5-6-page paper every other week and a commentary on his or her partner's essay on alternate weeks; evaluations are based on written work as well as level of intellectual engagement in tutorial meetings,"two courses in PHIL, preferably either Ancient and/or Modern surveys, or background in Critical Theory, or permission of instructor",10,10,current and prospective philosophy majors,meets History requirement only if registration is under PHIL,,may not be taken on a pass/fail basis,,,Division 2,,,Writing Intensive,PHIL History Courses,,,,,,,,,,,TUT,,,,,,,,,,,,,Sawicki,Jana,,,,,,,,,,,PHIL, 393,1131
1,Philosophy,PHIL,011876,1,Fall 2014,,PHIL, 401,Senior Seminar: Skepticism,,,(W),,,In this course we will investigate and evaluate some of the most important historical and contemporary skeptical arguments.,seminar,weekly essays (2-3 pages) and one final paper (12-15 pages),required and only open to Philosophy senior majors,19,10,enrollment is limited to senior Philosophy majors,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,,,Writing Intensive,,,,,,,,,,,01,SEM,W,01:10,03:50,Hopkins Hall 105,,,,,,,,,Cruz,Joseph,,,,,,,,,,,PHIL, 401,1151
1,Philosophy,PHIL,011878,1,Fall 2014,,PHIL, 491,Senior Essay: Philosophy,,,,,,This course involves Independent Study under the supervision of a member of the department. The objective is the presentation and writing of a senior essay (maximum 40 pages).,independent study,,,,,,,,,,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Barry,Melissa,,,,,,,,,,,PHIL, 491,1151
1,Philosophy,PHIL,011879,1,Fall 2014,,PHIL, 493,Senior Thesis: Philosophy,,,,,,This course involves Independent study under the supervision of a member of the department. The objective is the preparation and writing of a senior thesis (maximum 75 pages).,independent study,,,,,,,,this is part of a full-year thesis (493-494),,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Barry,Melissa,,,,,,,,,,,PHIL, 493,1151
1,Philosophy,PHIL,011880,1,Spring 2015,,PHIL, 494,Senior Thesis: Philosophy,,,,,,This course involves Independent study under the supervision of a member of the department. The objective is the preparation and writing of a senior thesis (maximum 75 pages).,independent study,,,,,,,,this is part of a full-year thesis (493-494),,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Barry,Melissa,,,,,,,,,,,PHIL, 494,1153
1,Philosophy,PHIL,011881,1,Fall 2014,,PHIL, 497,Independent Study: Philosophy,,,,,,Philosophy independent study.,independent study,,,,,,,,,,,Division 2,,,,,,,,,,,,,,01,IND,TBA,,,,,,,,,,,,Barry,Melissa,,,,,,,,,,,PHIL, 497,1151
1,Philosophy,PHIL,011882,1,Spring 2015,,PHIL, 498,Independent Study: Philosophy,,,,,,Philosophy independent study.,independent study,,,,,,,,,,,Division 2,,,,,,,,,,,,,,01,IND,TBA,,,,,,,,,,,,Barry,Melissa,,,,,,,,,,,PHIL, 498,1153
1,Physics,PHYS,011884,1,Not Offered Academic Year 2015,last offered Fall 2011,PHYS, 107,"Newton, Einstein, and Beyond",,(Q),,,,"This course follows a quest to understand the nature of space, time, matter, and energy. We will focus on two scientific theories that revolutionized our understanding of the physical world, Newtonian mechanics (developed in the late 17th century) and Einstein's special relativity (developed in the early 20th century). As we explore these theories, we will pay special attention to the very different stories they tell about space and time. We will conclude the semester by touching upon recent developments in cosmology, where observations have led to dramatic surprises about the make-up of our universe, and particle physics, where the Large Hadron Collider experiment is poised to extend our understanding of nature to higher energies and shorter distances. This course is intended for students whose primary interests lie outside of the natural sciences and mathematics. The mathematics used will be algebra and trigonometry.","every student will have three meetings every week; some weeks the three meetings will be lectures (MWF 10-10:50), other weeks there will be two lectures (WF 10-10:50), and one conference section","evaluation will be based on weekly problem sets, quizzes, two midterms, and a final exam, all with a significant quantitative component (see the description of the QFR requirement)",none,100,70,students based on seniority,"every student will have three meetings every week; some weeks the three meetings will be lectures (MWF 10:00-10:50), other weeks there will be two lectures (WF 10:00-10:50) and one conference section",,,,,Division 3,,Quantitative/Formal Reasoning,,SCST Related Courses,,,,,,,,,,,LEC,,,,,,,,,,,,,Tucker-Smith,David,,,,,,,,,,,PHYS, 107,1121
1,Physics,PHYS,018065,1,Spring 2015,,PHYS, 108,Energy Science and Technology,,(Q),,PHYS 108/ENVI 108,Primary,"Energy use has skyrocketed in the United States and elsewhere in the world, causing significant economic and political shifts, as well as concerns for the environment. This course will address the physics and technology of energy generation, consumption, and conservation. It will cover a wide range of energy sources, including fossil fuels, hydropower, solar energy, wind energy, and nuclear energy. We will discuss energy use in transportation, manufacturing, building heating, and building lighting. Students will learn to compare the efficiencies and environmental impacts of various energy sources and uses.",lecture twice a week,"evaluation will be based on weekly assignments, two hour tests, and a final project; all of these will be substantially quantitative","high school physics, high school chemistry, and mathematics at the level of MATH 130 (formerly 103)",40,40,,,,,,,Division 3,,Quantitative/Formal Reasoning,,ENVI Natural World Electives,,,,,,,,,,01,LEC,MR,01:10,02:25,,,,,,,,,,Strait,Jefferson,,,,,,,,,,,PHYS, 108,1153
1,Physics,PHYS,011885,1,Spring 2015,,PHYS, 109,"Sound, Light, and Perception",,(Q),,,,"Light and sound allow us to perceive the world around us, from appreciating music and art to learning the details of atomic structure. Because of their importance in human experience, light and sound have long been the subject of scientific inquiry. How are sound and light related? How do physiology and neural processing allow us to hear and see the world around us? What are the origins of color and musical pitch? This course introduces the science and technology of light and sound to students not majoring in physics. We will start with the origins of sound and light as wave phenomena, and go on to topics including color, the optics of vision, the meaning of musical pitch and tone, and the physical basis of hearing. We will also discuss some recent technological applications of light, such as lasers and optical communications. The class will meet for two 75-minute periods each week for a variable mixture of lecture, discussion, and hands-on, interactive experiments. ",lecture/lab/discussion; each student will attend the Friday lecture plus one conference section weekly,"evaluation will be based on class participation, problem sets, in-class exams, oral presentations, and a final exam, all with a quantitative component",none,40,40,,,,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,TF,01:10,02:25,,,,,,,,,,Majumder,Protik,,,,,,,,,,,PHYS, 109,1153
2,Physics,PHYS,011885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,CON,T,02:35,03:50,,,,,,,,,,Majumder,Protik,,,,,,,,,,,PHYS, 109,1153
1,Physics,PHYS,011887,1,Fall 2014,,PHYS, 131,Introduction to Mechanics,,(Q),,,,"We focus first on the Newtonian mechanics of point particles: the relationship between velocity, acceleration, and position; the puzzle of circular motion; forces; Newton's laws; energy and momentum; and gravitation. The physics of rotations and vibrations will also be discussed.  We finally turn to the basic properties of waves, such as interference and refraction, as exemplified with sound and light waves.  We also study optics of lenses and mirrors.  This course is intended for students who have not studied physics before, or who have had some physics, but are not comfortable solving ""word problems"" that require calculus.","lecture, three hours per week; laboratory, three hours every other week","evaluation will be based on exams, labs, and weekly problem sets, all of which have a substantial quantitative component","MATH 130; students who scored 4 or 5 on the AP Physics B exam or on the AP Physics C (mechanics) exam, or 6 or 7 on the IB Physics HL exam may not take this course and are encouraged to take PHYS 141 instead",24/lab,60,,PHYS 131 can lead to either PHYS 132 (for students wanting a one-year survey of physics) or PHYS 142 (for students considering a Physics or Astrophysics major),,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,MWF,11:00,11:50,Physics 203,,,,,,,,,Wootters,William,,,,,,,,,,,PHYS, 131,1151
2,Physics,PHYS,011887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,M,01:00,04:00,,,,,,,,,,Wootters,William,,,,,,,,,,,PHYS, 131,1151
3,Physics,PHYS,011887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,T,01:00,04:00,,,,,,,,,,Wootters,William,,,,,,,,,,,PHYS, 131,1151
4,Physics,PHYS,011887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,LAB,W,01:00,04:00,,,,,,,,,,Wootters,William,,,,,,,,,,,PHYS, 131,1151
5,Physics,PHYS,011887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,LAB,R,01:00,04:00,,,,,,,,,,Wootters,William,,,,,,,,,,,PHYS, 131,1151
1,Physics,PHYS,011888,1,Spring 2015,,PHYS, 132,Electromagnetism and the Physics of Matter,,(Q),,,,"This course is intended as the second half of a one-year survey of physics. In the first part of the semester we will focus on electromagnetic phenomena. We will introduce the concept of electric and magnetic fields, and study in detail the way in which electrical circuits and circuit elements work. The deep connection between electric and magnetic phenomena is highlighted in a discussion of Faraday's Law of Induction. In the second part of the semester, we introduce several of the most central topics in twentieth-century physics. We will discuss Einstein's theory of special relativity as well as aspects of quantum theory. We will end with a treatment of nuclear physics, radioactivity, and uses of radiation.","lecture, three hours per week; laboratory, three hours every other week","evaluation will be based on weekly problem sets, labs, quizzes and exams","PHYS 131 or 141 or permission of instructor, and MATH 130 (formerly 103)",22 per lab,60,,,,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,MWF,11:00,11:50,,,,,,,,,,Doret,Charlie,,,,,,,,,,,PHYS, 132,1153
2,Physics,PHYS,011888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,M,01:00,04:00,,,,,,,,,,Doret,Charlie,,,,,,,,,,,PHYS, 132,1153
3,Physics,PHYS,011888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,T,01:00,04:00,,,,,,,,,,Doret,Charlie,,,,,,,,,,,PHYS, 132,1153
4,Physics,PHYS,011888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,LAB,W,01:00,04:00,,,,,,,,,,Doret,Charlie,,,,,,,,,,,PHYS, 132,1153
1,Physics,PHYS,011890,1,Fall 2014,,PHYS, 141,Mechanics and Waves,,(Q),,,,"This course covers the same topics as PHYS 131, but with a higher level of mathematical sophistication. It is intended for students with solid backgrounds in the sciences, either from high school or college, who feel comfortable solving ""word problems"" that require calculus.","lecture, three hours per week; laboratory, three hours every other week; conference section, one hour every other week","evaluation will be based on weekly problem sets, labs, 2 one-hour tests, and a final exam, all of which have a substantial quantitative component",high school physics and MATH 130 or equivalent placement,22 per lab,50,,PHYS 141 can lead to either PHYS 132 (for students wanting a one-year survey of physics) or PHYS 142 (for students considering a Physics or Astrophysics major),,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,MWF,11:00,11:50,Physics 205,,,,,,,,,Jones,Kevin,,,,,,,,,,,PHYS, 141,1151
2,Physics,PHYS,011890,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,M,01:00,04:00,,,,,,,,,,Jones,Kevin,,,,,,,,,,,PHYS, 141,1151
3,Physics,PHYS,011890,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,T,01:00,04:00,,,,,,,,,,Jones,Kevin,,,,,,,,,,,PHYS, 141,1151
4,Physics,PHYS,011890,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,LAB,W,01:00,04:00,,,,,,,,,,Jones,Kevin,,,,,,,,,,,PHYS, 141,1151
1,Physics,PHYS,011891,1,Spring 2015,,PHYS, 142,Foundations of Modern Physics,,(Q),,,,"Newtonian Mechanics, spectacular as it is in describing planetary motion and a wide range of other phenomena, only hints at the richness of behaviors seen in the universe. Special relativity has extended physics into the realm of high speeds and high energies and requires us to rethink our basic notions of space and time. Quantum mechanics successfully describes atoms, molecules, and solids while at the same time calling into question our notions of what can be predicted by a physical theory. Statistical physics reveals new behaviors that emerge when many particles are present in a system. This course will survey some of these important ideas, and can serve either as a terminal course for those seeking to complete a year of physics or can serve as the basis for more advanced study of these topics.","lecture, three hours per week; laboratory, three hours per week;","evaluation will be based on weekly homework, labs, two hour tests, and a final exam, all of which have a substantial quantitative component","PHYS 141 and MATH 130 (formerly 103), or equivalent; students may not take both PHYS 142 and PHYS 151; PHYS 131 may substitute for PHYS 141 with the permission of instructor",22 per lab,30,,,,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,MWF,11:00,11:50,,,,,,,,,,Strauch,Frederick,,,,,,,,,,,PHYS, 142,1153
2,Physics,PHYS,011891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,R,01:00,04:00,,,,,,,,,,Majumder,Protik,,,,,,,,,,,PHYS, 142,1153
3,Physics,PHYS,011891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,W,01:00,04:00,,,,,,,,,,Majumder,Protik,,,,,,,,,,,PHYS, 142,1153
1,Physics,PHYS,014419,1,Fall 2014,,PHYS, 151,Seminar in Modern Physics,,(Q),,,,"Newtonian Mechanics, spectacular as it is in describing planetary motion and a wide range of other phenomena, only hints at the richness of behaviors seen in the universe. Special relativity has extended physics into the realm of high speeds and high energies and requires us to rethink our basic notions of space and time. Quantum mechanics successfully describes atoms, molecules, and solids while at the same time calling into question our notions of what can be predicted by a physical theory. Statistical physics reveals new behaviors that emerge when many particles are present in a system. This course covers the same basic material as PHYS 142 but in a small seminar format for students with strong prior preparation in physics.","lecture/discussion, three hours per week; laboratory, every other week","evaluation will be based on class participation, labs, weekly problem sets, an oral presentation, two hour-exams and a final exam, all of which have a substantial quantitative component","placement by the department (see ""advanced placement"" section in the description about the department). Students may take either PHYS 142 or PHYS 151 but not both",18,18,,,,this is a small seminar designed for first-year students who have placed out of PHYS 141,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,MWF,11:00,11:50,Physics 114,,,,,,,,,Strauch,Frederick,,,,,,,,,,,PHYS, 151,1151
2,Physics,PHYS,014419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,W,01:00,04:00,,,,,,,,,,Strauch,Frederick,,,,,,,,,,,PHYS, 151,1151
1,Physics,PHYS,011893,1,Fall 2014,,PHYS, 201,Electricity and Magnetism,,(Q),,,,"In this course, we study electromagnetic phenomena and their mathematical description. Topics include electrostatics, magnetic fields, and electromagnetic induction, DC and AC circuits, and the electromagnetic properties of matter. We also introduce Maxwell's equations, which express the essence of the theory in remarkably succinct form.","lecture, three hours per week; laboratory, three hours per week","evaluation will be based on problem sets, labs, two hour tests, and a final exam, all of which have a substantial quantitative component",PHYS 142 OR 151; MATH 150 or 151,none,25,,,,,,,Division 3,,Quantitative/Formal Reasoning,,MTSC Related Courses,,,,,,,,,,01,LEC,MWF,10:00,10:50,Physics 205,,,,,,,,,Strait,Jefferson,,,,,,,,,,,PHYS, 201,1151
2,Physics,PHYS,011893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,T,01:00,04:00,,,,,,,,,,Strait,Jefferson,,,,,,,,,,,PHYS, 201,1151
3,Physics,PHYS,011893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,W,01:00,04:00,,,,,,,,,,Strait,Jefferson,,,,,,,,,,,PHYS, 201,1151
1,Physics,PHYS,011894,1,Spring 2015,,PHYS, 202,"Vibrations, Waves and Optics",,(Q),,,,"Waves and oscillations characterize many different physical systems, including vibrating strings, springs, water waves, sound waves, electromagnetic waves, and gravitational waves. Quantum mechanics even describes particles with wave functions. Despite these diverse settings waves exhibit several common characteristics, so that the understanding of a few simple systems can provide insight into a wide array of phenomena. In this course we begin with the study of oscillations of simple systems with only a few degrees of freedom. We then move on to study transverse and longitudinal waves in continuous media in order to gain a general description of wave behavior. The rest of the course focuses on electromagnetic waves and in particular on optical examples of wave phenomena. In addition to well known optical effects such as interference and diffraction, we will study a number of modern applications of optics such as short pulse lasers and optical communications. Throughout the course mathematical methods useful for higher-level physics will be introduced.","lecture, three hours per week; laboratory, three hours per week","evaluation will be based on problem sets, labs, two one-hour tests, and a final exam, all of which have a substantial quantitative component",PHYS 201; co-requisite: PHYS/MATH 210 or permission of instructor,none,20,,,,,,,Division 3,,Quantitative/Formal Reasoning,,MTSC Related Courses,,,,,,,,,,01,LEC,MWF,10:00,10:50,,,,,,,,,,Lopes,Ward,,,,,,,,,,,PHYS, 202,1153
2,Physics,PHYS,011894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,T,01:00,04:00,,,,,,,,,,Strait,Jefferson,,,,,,,,,,,PHYS, 202,1153
3,Physics,PHYS,011894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,W,01:00,04:00,,,,,,,,,,Strait,Jefferson,,,,,,,,,,,PHYS, 202,1153
1,Physics,PHYS,011895,1,Spring 2015,,PHYS, 210,Mathematical Methods for Scientists,,(Q),,PHYS 210/MATH 210,Primary,"This course covers a variety of mathematical methods used in the sciences, focusing particularly on the solution of ordinary and partial differential equations. In addition to calling attention to certain special equations that arise frequently in the study of waves and diffusion, we develop general techniques such as looking for series solutions and, in the case of nonlinear equations, using phase portraits and linearizing around fixed points. We study some simple numerical techniques for solving differential equations. A series of optional sessions in Mathematica will be offered for students who are not already familiar with this computational tool. ","lecture, three hours per week","evaluation will be based on weekly problem sets and several in-class exams, all of which have a substantial quantitative component",MATH 150 or 151 and familiarity with Newtonian mechanics at the level of PHYS 131,none,20,,,,,,,Division 3,,Quantitative/Formal Reasoning,,MTSC Related Courses,,,,,,,,,,01,LEC,TR,09:55,11:10,,,,,,,,,,Strauch,Frederick,,,,,,,,,,,PHYS, 210,1153
1,Physics,PHYS,019446,1,Not Offered Academic Year 2015,last offered Fall 2012,PHYS, 231,Facts of Life,,(Q),,,,"The cancer death rate scales like (age)<SUP>6</SUP> so it was thought that a proliferating cancer cell must have acquired 6 mutations. The probability of having had N sexual partners scales like N<SUP>2.4.</SUP> Body Mass Index = Mass / Length<SUP>2</SUP>. The heart rate is proportional to the organism's mass<SUP>0.75</SUP>. The number of policemen scales like population<SUP>1.15</SUP>. Power-law relationships often describe emergent phenomena of self-organizing systems. 
In this course we will learn how to obtain data and plot it in an informative way, including estimates of the errors of fits. We will learn how to describe phenomena with differential equations and to find analytic and numerical solutions.  With those tools we will study the human experience: births, body size, sex, death rates (by cause, by age, by gender), metrics of cities, distributions of common names, population growth rates, per capita use of energy, the spread of disease, etc. Projects will involve applying the methods to new phenomena.","tutorial, plus one lecture per week","weekly problem sets, projects",MATH 150 (formerly 105),10,10,"maturity, curiosity, diversity",,,may not be taken on a pass/fail basis,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,,TUT,,,,,,,,,,,,,Aalberts,Daniel,,,,,,,,,,,PHYS, 231,1131
